Ship_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Operational_Cost_USD,Cluster
Container Ship,Fair,10.799794142014834,2754.852170098904,610.0868526960533,236764.99609699723,3
Tanker,Good,21.163295180725285,1298.388891763609,1143.6890360951916,454499.9562343403,1
Fish Carrier,Fair,24.97203105262475,2015.0047276004568,1241.116286578266,172666.90209867424,0
Bulk Carrier,Good,10.479994774409723,2437.594062604986,944.0566032433076,422350.84883851657,2
Tanker,Critical,13.41665215161206,663.2890607004679,158.77954882724657,390303.3384746322,1
Container Ship,Fair,11.034450155909903,626.8832676333477,784.5807309182576,198856.73139130577,3
Fish Carrier,Critical,17.270416936363958,2490.3862368854725,436.32745911908,220679.4030690983,0
Bulk Carrier,Good,11.28465962964698,2678.4169832529906,1273.1299087448742,305945.1990141162,2
Fish Carrier,Good,18.738376481480778,2016.9002447527,1939.037798211033,247605.4529400612,0
Tanker,Fair,24.559098067990213,1807.8589720711752,930.411341738882,83774.5758413242,1
Container Ship,Critical,15.200700760630236,2225.3407945751514,1035.073458463197,290295.9694321211,3
Fish Carrier,Critical,23.596975035880444,1553.1661318270858,516.6851859717974,134720.0384517219,0
Container Ship,Critical,23.988679846774307,1817.0025373960564,399.4597063202941,84833.22326681047,3
Bulk Carrier,Good,16.506142385364658,1387.277061078497,1417.2598246144803,291192.75073339243,2
Bulk Carrier,Critical,20.546889845126078,878.1141784690174,925.9795185306632,156015.39571137453,2
Bulk Carrier,Critical,18.71638268701727,706.8389338645438,1141.285100095556,486961.40227373416,2
Bulk Carrier,Fair,20.915357461286845,1005.1420977171892,997.0965718440268,179889.1530787131,2
Bulk Carrier,Good,21.922901554996105,533.7235375577898,200.63671635297396,388103.3074439276,2
Tanker,Critical,20.50875108377955,1250.9490133009213,871.5150973074345,122265.22300164413,1
Fish Carrier,Critical,14.455847584756397,1289.751065792845,1621.1475139059612,144692.37632039105,0
Tanker,Good,12.576537337738236,2470.767437046695,1467.1477263872548,295835.1959457593,1
Bulk Carrier,Critical,19.251333243304828,2468.347420952159,504.15952128044887,343286.5750316876,2
Fish Carrier,Good,11.82029271588177,1522.7168001974726,1760.0371650808925,471998.0701520638,0
Tanker,Fair,19.383008696758544,646.6558067164328,821.0121081063796,44666.65194914394,1
Bulk Carrier,Fair,22.820429328680067,1921.6147686928336,886.8076561315909,271972.38823347026,2
Fish Carrier,Good,23.63784256602548,2939.5673969758623,68.90637976609457,355829.94716063695,0
Bulk Carrier,Good,18.60152187706207,2425.6066062419127,1650.9117077108492,438237.76812058385,2
Tanker,Critical,12.612719333153276,2232.2708372766147,1574.2645844815356,408855.7704022927,1
Container Ship,Good,12.311231287622949,2459.657069459321,1193.274490727489,50354.5428517781,3
Bulk Carrier,Critical,12.463377014775118,887.281700231751,1409.084839598604,366225.0317747224,2
Fish Carrier,Critical,22.257641699516164,1307.0004627336718,155.33018525447278,154345.8662859342,0
Fish Carrier,Critical,13.341551213001589,1581.5149580350874,579.8218903352927,454120.210517555,0
Container Ship,Fair,17.635504877143518,591.2080645038182,1553.6494168278691,214912.7182713411,3
Tanker,Fair,13.821615606486528,1215.1317268822595,1990.130754464616,144006.58330274586,1
Container Ship,Critical,15.704672100810845,1550.747255903879,1177.1771217034814,484031.7126022622,3
Fish Carrier,Critical,22.196900321704938,2222.216884861916,359.26447891836574,12087.71299115059,0
Bulk Carrier,Fair,19.963289870557293,725.7499135656449,126.42201996948552,252193.41051260903,2
Container Ship,Good,19.94996669908797,840.8326820572594,99.47541559116826,31328.64195970926,3
Fish Carrier,Good,20.66901198837688,1855.364908096086,933.3607042693056,391604.683643084,0
Tanker,Fair,24.72018632555157,2757.7922706441414,542.9269901379639,499224.561250543,1
Container Ship,Fair,10.058609544948611,1266.3828248394325,980.9388802618398,81720.7959991754,3
Tanker,Fair,23.143086275684887,1503.3160643113367,1463.9325648209149,197842.8181801448,1
Container Ship,Critical,13.841208859550084,2398.7576796767576,818.5137060841173,185652.57092158703,3
Container Ship,Fair,16.019763779128613,2429.750426845323,615.345745013479,98734.75264341844,3
Container Ship,Fair,16.34671010842564,1252.8111518767182,1553.8802723726008,476918.6229855261,3
Bulk Carrier,Critical,15.41722759721838,2532.903813894254,1603.80321822249,282378.8664673189,2
Fish Carrier,Good,23.788426676055074,727.6751777528661,1042.6591536952196,148031.84956091075,0
Fish Carrier,Critical,16.199060093609646,2678.321025582673,510.26102382019644,205791.90447304645,0
Tanker,Critical,21.1686719178162,789.5610925943733,474.9258364561472,82070.40529604844,1
Container Ship,Critical,19.09947959518661,2492.032877664684,1107.9835406563618,197130.40331712685,3
Bulk Carrier,Good,23.509004399547266,2960.954674456464,941.5055505075562,274608.0101173959,2
Bulk Carrier,Critical,21.980865482784825,2209.017281408179,341.82652347463033,76587.55684924871,2
Tanker,Critical,14.238006302433137,2181.839336102702,1450.2315719133358,340929.9425278872,1
Fish Carrier,Good,10.644555041589108,978.8016802132473,1772.5515290789194,304356.0215579215,0
Bulk Carrier,Good,21.569093108701285,2254.114524042806,768.6959489456658,18575.754376365396,2
Container Ship,Fair,15.424018887132007,1047.3892614436393,663.1023649654052,359154.7594969168,3
Fish Carrier,Fair,19.57897162088808,2354.6038640603324,1686.4387808839188,371337.6125362627,0
Tanker,Critical,13.39806165796218,1845.422247973931,1441.52160225846,214674.97009941816,1
Fish Carrier,Good,17.318182593471548,1203.412731004263,846.6543088155385,208208.5061893365,0
Fish Carrier,Critical,20.596732940102733,578.2544447335936,945.0463963856572,228614.96883797567,0
Fish Carrier,Good,18.16224927190993,2964.5762769247463,1323.4174162294146,494160.32958509045,0
Tanker,Fair,24.818889450947346,1410.6885635194362,341.48639794783355,458479.06482476456,1
Tanker,Fair,24.74041837093005,1168.773202769902,664.0944104673704,175029.02313319437,1
Container Ship,Critical,15.755792224778212,1394.5544045265228,108.3631618093251,296642.350005672,3
Fish Carrier,Critical,11.994506942511936,2292.374964785203,1528.7578580351085,229811.2212924073,0
Bulk Carrier,Fair,17.427825651993814,1327.069349260751,136.28121340979033,148018.56125458225,2
Tanker,Good,22.7937795224047,2261.180960391797,1514.8321880650265,79264.7978430168,1
Tanker,Fair,19.40127433549617,2383.5079782441285,166.40504329825262,202454.33070628915,1
Tanker,Fair,14.64456617795,2944.882750681424,1347.688374082921,120683.8692036533,1
Fish Carrier,Good,17.821376659977542,2017.724960218589,1181.513700921069,141127.7567333885,0
Tanker,Critical,24.3836114207432,2172.3413753666077,1507.0889060279233,107304.59278783534,1
Tanker,Fair,20.99873256527891,2882.6199601925264,585.1117505459214,171755.49528539352,1
Fish Carrier,Critical,15.44435822225512,2627.9394549275166,337.4291575805046,479289.87700978224,0
Tanker,Good,15.559311202885109,621.5982973748914,1032.5472318933714,191660.4526095484,1
Container Ship,Fair,15.24941352717608,2783.5994187614806,1354.4999457415304,85286.63764906846,3
Container Ship,Fair,18.018574393108462,2068.876147238469,1354.882036753357,208344.76290718425,3
Bulk Carrier,Critical,16.355801621795443,2791.8389430212,309.5356098698164,281273.494259297,2
Tanker,Good,17.91588193153854,907.5260974524967,1749.5747113298864,397292.3249319212,1
Fish Carrier,Critical,13.590779826128792,1568.3482591001225,976.6041122193556,498578.6136256809,0
Tanker,Good,19.115813785834487,588.5893671022284,953.7159716699482,27512.711288141203,1
Tanker,Fair,19.15358093958129,1565.4881031955624,1368.2712005809535,99385.91559929977,1
Bulk Carrier,Fair,13.96926482021501,2756.415757871257,1877.05275869737,233951.204022898,2
Tanker,Good,20.42143422946696,1248.3108195951331,1182.4991883174096,315817.1028206476,1
Tanker,Fair,17.044737770537616,809.6585280369823,1422.0143696248397,228082.3592448512,1
Fish Carrier,Good,23.15669910300529,1577.6356436822546,1744.6841630965985,322216.7698021325,0
Tanker,Good,11.431366821350595,1609.617533611108,54.67608276240014,436008.4884442464,1
Bulk Carrier,Critical,11.27810891556404,1013.0042575102868,1458.1571688903182,388393.2838508257,2
Container Ship,Fair,22.41380292126327,764.209275119327,931.670075527709,408998.7446253488,3
Tanker,Good,16.712295120651856,647.9497936401676,1598.0476772524044,285685.4983632985,1
Container Ship,Fair,13.146537847624383,1501.4154061842482,1210.741241794606,139043.91917480255,3
Tanker,Good,15.27862238377554,1133.2707224226544,1344.6201644762089,32565.28383657409,1
Bulk Carrier,Fair,23.412573406707832,2083.280567428053,1060.0841562975647,94347.74274656968,2
Tanker,Fair,11.24931607518861,1947.0773895933944,1278.1342379571313,315770.6086674313,1
Bulk Carrier,Good,10.551710061113493,2141.7053481547878,80.78822031306447,284851.7643051928,2
Tanker,Good,19.69520743845172,1312.253338839849,1200.2272234541545,328349.52607910894,1
Container Ship,Fair,18.35000335185142,869.587400279818,1512.2571256761514,474453.80697436,3
Fish Carrier,Fair,14.331618643831993,752.943636503719,647.4793546358117,212829.29168045227,0
Tanker,Fair,22.11740960450249,1193.4606984309669,252.08270071604875,384159.5780283868,1
Bulk Carrier,Good,11.2091798086101,1707.2894886937122,439.1000204085299,273105.87553554965,2
Tanker,Critical,10.891719448503853,2428.89031045365,199.73741881424132,437270.3627688428,1
Bulk Carrier,Fair,20.54027948053024,2520.0701566683783,1762.6350855126122,363846.34932383103,2
Fish Carrier,Good,18.19024397896708,833.9057310455378,1541.8002967100815,209204.4698534832,0
Fish Carrier,Good,11.546903021918196,1292.5305783125505,260.8371998298727,401937.3911247037,0
Bulk Carrier,Good,20.262325118619486,2987.46547215221,1861.5298475955365,451555.4537923218,2
Tanker,Good,17.617353333512536,1618.4201952774044,466.03560348317876,276447.1588473791,1
Bulk Carrier,Fair,24.991661381380048,2538.782100870219,1041.250802167453,146820.63289094588,2
Tanker,Fair,23.53969810172706,1029.8870514148068,957.5474661604816,262432.03980754386,1
Fish Carrier,Fair,22.53794815529684,1690.2410561114973,1194.6793669498895,156594.88622355202,0
Fish Carrier,Critical,11.371721792265756,2351.076003179338,951.177390432504,158187.09440343798,0
Bulk Carrier,Fair,12.716934093810991,2872.22207193344,1926.6413985968984,214371.91704926567,2
Tanker,Critical,24.676729336555148,2483.374647841909,1599.0569208576674,339311.2087931981,1
Fish Carrier,Fair,20.070859278843457,2829.4144627437367,954.0408117367672,88112.37057027797,0
Container Ship,Good,12.679563128378255,1648.8791793803582,1191.184636394602,311632.1891007921,3
Tanker,Fair,18.347911002880195,1253.2217908668686,600.6943949021254,340953.5543524219,1
Tanker,Fair,16.171512660406997,2153.810172298792,1359.57520498074,333759.6743972526,1
Container Ship,Good,22.096992258617945,1947.6393745229327,864.6623811632647,13519.248750825936,3
Bulk Carrier,Fair,15.42237495776273,1582.5734787052995,367.45554760549203,168022.47326823566,2
Fish Carrier,Critical,18.21650635129985,2046.8832268326184,1484.458629859948,399589.8981184728,0
Container Ship,Good,15.84615674851263,1968.143802940175,1319.4445139765762,257355.16849967316,3
Tanker,Good,18.98173762717166,1085.3061747908257,904.6170818942512,414670.26434810646,1
Tanker,Fair,17.387418258213586,2674.5778301983837,1151.902622754745,31485.93753143563,1
Container Ship,Fair,22.85872639159408,2135.49379647171,87.47685119019854,130116.9865332304,3
Bulk Carrier,Fair,10.896048717265792,1510.305653456835,586.7924032657032,76555.80255273473,2
Bulk Carrier,Good,24.48638121794013,1114.9915488333215,1135.7705622775131,58816.6467175553,2
Container Ship,Fair,24.527010508402107,1145.1302218634116,1450.523972319724,305043.90059255465,3
Bulk Carrier,Good,18.99696780638132,2833.979781490468,90.10232518939176,81145.28003700048,2
Tanker,Good,20.38532654467189,556.9509800068738,1910.637324138988,243035.7548543434,1
Fish Carrier,Good,16.423466326977362,1927.6284026084452,1344.1215848763914,484986.9212907201,0
Fish Carrier,Fair,11.200662854773418,1499.6771173376578,1525.7447026312684,422975.3363409628,0
Fish Carrier,Fair,23.784186186560667,637.0019154255328,250.41246275896185,228168.9855421268,0
Fish Carrier,Good,20.05682032501172,2850.2015542806994,1277.2292592829842,13636.54899907374,0
Bulk Carrier,Fair,18.575779866469,2466.402560625668,1903.4216491718305,349163.18177216145,2
Bulk Carrier,Critical,11.578754144263865,508.89146888716914,651.6022740453997,17514.0292612965,2
Container Ship,Critical,11.976466992814638,1290.1412889719577,1142.917574804722,95776.55894138833,3
Tanker,Fair,23.823855149018154,2308.1999199616685,862.3630597870346,299492.50526959664,1
Bulk Carrier,Fair,21.83621864931709,2521.5034342833987,1489.704048526744,46430.45552289134,2
Tanker,Fair,14.813491441757602,2180.0320894645342,140.45409632929238,394171.6305425338,1
Fish Carrier,Good,19.791329223378824,2396.8848028576026,766.972599056655,377178.1721107267,0
Tanker,Good,23.720149863349373,659.1798157878354,531.2255032628866,10814.505372865999,1
Container Ship,Critical,13.050794115989635,2477.658063496365,403.0437353869522,433198.4218078857,3
Fish Carrier,Fair,14.881836148873155,1285.426642690603,1958.4510171198049,417693.7342670179,0
Bulk Carrier,Fair,21.61138475937541,2064.354917070793,703.7922678474886,72487.8604073314,2
Tanker,Fair,14.836388002433203,1758.641141315887,753.7548240325591,27781.912207632442,1
Fish Carrier,Fair,19.327057042134573,1221.220636910172,353.3614979352194,62143.72649797963,0
Fish Carrier,Critical,10.168111456336636,2695.761094287861,1652.483142942344,179970.02747397887,0
Tanker,Critical,16.065035345091346,1785.1901786470848,775.5997611658128,305056.0048736012,1
Container Ship,Fair,20.157641637366236,674.4001673723078,1675.1568055945952,38608.982630536746,3
Tanker,Fair,12.133410325335904,1239.3392156590053,1598.4209959191685,401183.1797438271,1
Fish Carrier,Fair,18.439724205784355,2503.27889602432,1672.0422824507134,41912.95838549218,0
Tanker,Critical,24.969056533242625,1066.6430067493964,413.6727354957543,117938.52657957812,1
Tanker,Critical,20.861498431855377,815.9370760149468,1335.1127787751282,465456.7293803005,1
Tanker,Fair,24.13960028067449,1160.1457601091895,341.08446812295733,476966.73698193225,1
Container Ship,Good,21.94287808324,2331.238591163649,1208.3945130030002,138328.23579845286,3
Tanker,Critical,18.43859437791507,705.5352814706916,661.4507592911161,294107.8478365284,1
Bulk Carrier,Good,20.024305576836326,1405.7859224732151,1190.4660674126594,122904.51462058906,2
Tanker,Fair,24.052779265933417,1005.3031141688094,1954.3354545041443,386168.4969101636,1
Container Ship,Critical,13.526165440827269,2923.0022809907764,1848.599751725268,58959.660351899394,3
Container Ship,Critical,22.02079414574248,1916.840956993116,493.4009234122283,449313.3142927034,3
Tanker,Fair,16.02366682184313,994.0053286880684,884.6749031921587,429432.9222078496,1
Fish Carrier,Fair,12.347007069625477,819.3302460110667,1992.6408180651244,199274.0925374482,0
Fish Carrier,Critical,14.174953442763467,2070.821544638044,918.7799578147872,142779.8938616999,0
Fish Carrier,Critical,22.081976217635056,613.819344235777,1930.4508703921315,70594.72537308634,0
Tanker,Fair,17.713121071291848,2143.6327652453247,116.76917456873105,162224.50293688086,1
Bulk Carrier,Critical,13.193747903748676,2046.3128262420075,1720.1906663035668,322551.6173899312,2
Fish Carrier,Good,17.364683038384737,2594.176892007623,1131.98138633148,431901.7788580484,0
Container Ship,Fair,14.837344778902017,2398.2237385262447,1703.9213932702671,334963.93092221726,3
Fish Carrier,Critical,19.210629710154727,2537.356940642499,267.3484151374911,482516.4918400506,0
Bulk Carrier,Good,22.774694528524,1500.423591095106,293.77205535488815,341939.5794727763,2
Bulk Carrier,Fair,20.782644941528275,2070.588085702896,1911.5156649809123,163022.8413587281,2
Bulk Carrier,Fair,23.259632123441577,1667.910354326812,1476.0615787841923,211014.78866345435,2
Bulk Carrier,Fair,11.69889826429452,2958.7689089270334,989.2451058503632,303997.47994508856,2
Bulk Carrier,Critical,21.286527180487248,1751.0117065885631,274.2915226085827,23545.63832254958,2
Container Ship,Good,21.133179787269903,911.4258045625241,1394.805142424516,238772.91528721745,3
Bulk Carrier,Good,21.92541027260861,2598.682003294717,1974.4650835251184,126251.33920332008,2
Tanker,Fair,12.446103398944944,1235.9707551859112,858.1143699997026,106299.36815517122,1
Container Ship,Critical,21.891006642431197,2788.026958312787,1145.3964386430573,484247.9777509101,3
Fish Carrier,Good,23.89453832145457,2202.906747069408,992.2694377588712,495710.5310554462,0
Tanker,Good,16.503372041496906,1402.4525777163833,228.8480145461773,281777.3570418748,1
Bulk Carrier,Good,16.712482875688917,2541.110086780849,1424.2222204288105,358517.24343202927,2
Fish Carrier,Fair,24.73988498956698,2763.31944057527,720.9835754888917,186107.7883481901,0
Fish Carrier,Critical,22.430766596090145,2156.165608293781,1241.60298418438,238629.41086961064,0
Container Ship,Fair,16.054054450716098,1305.337588212088,1831.0193186330305,19885.91519047119,3
Fish Carrier,Good,15.621828975003424,2590.356417548884,295.4785271056512,189136.44540264545,0
Bulk Carrier,Critical,17.25325911867332,2710.783276279697,808.6101523657132,413046.0091405349,2
Bulk Carrier,Critical,10.435344878900676,648.7377794925983,145.1804314683858,392604.2271626481,2
Container Ship,Fair,19.389795216818264,2231.2188453695458,1246.8515617123592,428850.3597972948,3
Container Ship,Good,14.547820153405052,1111.6718042499067,780.6624974546193,365360.978290387,3
Container Ship,Critical,17.051463982614102,2756.570597898048,1573.4667668488603,154139.43816067924,3
Bulk Carrier,Critical,11.241117081681788,611.5123169012488,518.0721543827419,263083.10388163175,2
Tanker,Fair,14.51876007439969,1669.4868890909097,1540.675119958904,26973.324155926355,1
Tanker,Critical,23.49098224603716,1303.6377789993653,1793.9977198733898,257942.8112598623,1
Fish Carrier,Fair,19.6732331747669,2670.7349668167044,783.583350850867,46113.77270521762,0
Bulk Carrier,Fair,18.935028369869528,2421.7063501885714,1566.3468591966057,98715.08614817768,2
Tanker,Critical,21.195769401778957,2992.9738747067563,1734.2981622118643,245331.71800231247,1
Bulk Carrier,Critical,20.81372356388922,645.5214851784167,1074.7785245178263,178375.10753143462,2
Container Ship,Good,15.51195137277443,2479.305181156115,213.6663238984379,196635.05093123636,3
Tanker,Fair,24.135748517147587,2434.013753973354,957.8016082261336,246983.7170195764,1
Container Ship,Good,20.524882050445783,2718.183362275173,966.562959305856,223042.4187779413,3
Fish Carrier,Good,18.83618557041163,1330.6322028785594,671.8406443690237,65582.3356894363,0
Container Ship,Fair,11.600730547248638,2998.6853753621454,956.300941195514,420498.74542274064,3
Bulk Carrier,Fair,20.905821899357143,872.5365283448559,787.8578301283301,25473.834633411287,2
Container Ship,Fair,24.318285947261163,2998.7343286466275,566.6451291827053,199299.72148251077,3
Fish Carrier,Fair,15.4924084333312,2149.4719062432714,294.741124433373,287913.3813698784,0
Bulk Carrier,Critical,21.19632035712672,1939.818583499457,1826.0883449869916,444585.65233009815,2
Container Ship,Good,13.284421001853698,2117.1359064478675,1947.2765981705911,235641.72818098133,3
Container Ship,Fair,18.736554724044765,1754.5583698478852,1782.4669848382412,181451.04535802265,3
Container Ship,Good,19.97891673409381,530.7010141092223,1299.782807144302,215414.87725287877,3
Container Ship,Fair,21.33760476287569,1124.438320676206,302.3929250630962,166580.77329151353,3
Bulk Carrier,Critical,12.759272204805312,2768.698992969859,127.30660256489523,235574.94231476437,2
Bulk Carrier,Fair,19.40426844703177,1798.696269440061,963.0211390155258,208708.99516731084,2
Fish Carrier,Fair,11.511829612104018,1208.405973390096,556.8062277986171,148723.53102842893,0
Tanker,Critical,23.44335394854021,2046.566886111888,459.506590821401,96194.95652159915,1
Fish Carrier,Fair,10.66763892873024,1310.3409523241637,487.00579284380296,126726.3543725746,0
Bulk Carrier,Good,13.922497684477763,2152.862005689145,1996.5543348363085,112417.09548384469,2
Bulk Carrier,Critical,12.005508268364592,528.4906959784439,281.37640407235244,478080.7011511558,2
Bulk Carrier,Critical,21.020396550409988,2484.498994907341,969.1492627012368,259730.9606217205,2
Container Ship,Fair,17.78538513287987,2025.882963974868,1050.7758906343088,396591.56976119033,3
Container Ship,Good,13.21644407735086,742.0461140328918,1752.7694011661167,448185.8258546766,3
Bulk Carrier,Critical,10.938890136086904,2302.4868386764115,1331.143624829486,417412.6764104908,2
Tanker,Fair,20.284594054068428,2004.5244462402347,1886.2093048146603,184657.6196660688,1
Fish Carrier,Good,24.608657059543724,2935.916854044155,1208.614363426853,397275.6067157888,0
Tanker,Critical,24.93048299097559,859.3016918446049,1000.5116404352898,261523.49740332772,1
Bulk Carrier,Critical,19.208707877146395,2437.002012096833,1599.776652761676,218572.42554049185,2
Fish Carrier,Fair,18.60623993338645,2010.7876194223577,1852.484418381452,139543.55304124925,0
Container Ship,Critical,24.22886480893168,1311.1307441621648,1692.6026689566131,64109.545104272285,3
Fish Carrier,Critical,12.809612199591731,2573.2083500412373,518.3782778479219,320175.97042965016,0
Tanker,Good,12.780914242240431,1817.3111379226373,1355.263135417921,297899.0086457391,1
Tanker,Good,16.96476183234594,1773.6664041593567,1544.2726752916235,353355.47323458444,1
Tanker,Good,13.709070481894894,942.529625532118,815.7170399462626,237666.26872041743,1
Fish Carrier,Critical,17.29403510041894,1380.5966423688317,1526.2866593971296,468177.7524097447,0
Container Ship,Critical,14.929560934442977,577.7489911795292,946.9760124969746,46247.115101492265,3
Fish Carrier,Critical,15.966061035573698,2010.6975474089552,1057.6784442397718,457643.508752885,0
Tanker,Fair,10.3881778511836,2646.139845835307,140.13136643005316,381791.7025338535,1
Tanker,Critical,21.681783038111373,1336.9265873753116,1466.5619178545503,14904.084657496394,1
Container Ship,Critical,24.5672255003849,1188.6529244799603,739.6514864355687,369960.65065675694,3
Container Ship,Critical,15.694646728948983,1078.4248377914787,1747.300610013791,252261.68787318515,3
Bulk Carrier,Good,19.14138770703918,2495.319081338552,1619.695500465201,409304.7946578907,2
Bulk Carrier,Critical,12.64349353862074,1985.3580657670277,1603.485195481161,243747.92501590733,2
Container Ship,Critical,21.26480771407223,1894.516927160884,1976.8565067997088,476539.8290354437,3
Fish Carrier,Fair,10.38608638067812,1263.226327990625,1694.0451971559296,267970.6917445819,0
Bulk Carrier,Critical,14.326163180057693,1584.930458329907,1746.749465772334,251041.40452351485,2
Fish Carrier,Good,12.293021823400672,601.6668656879108,1902.464939253068,171926.62834883924,0
Fish Carrier,Good,19.259525900958923,2867.1417615903074,1055.7480080967623,67322.03706837603,0
Bulk Carrier,Fair,24.082522868551223,1664.2095476463849,255.95370437893166,13822.164339156909,2
Tanker,Critical,14.034218447122342,1086.4704028818833,1340.9901430169057,469285.2185911016,1
Bulk Carrier,Critical,16.336584220052913,2209.5498947578435,1390.2159480099149,44438.01551665287,2
Tanker,Fair,14.938723036776526,508.54066920225546,304.8037448532011,298352.1127153063,1
Bulk Carrier,Good,21.601784301737567,2284.1570710637025,482.6720649539709,487884.8061362903,2
Container Ship,Critical,22.538667805653557,513.2700693148317,667.2216148654662,27481.568618320307,3
Tanker,Critical,19.21768845639999,1328.788495777411,422.565358688924,474973.5824629121,1
Container Ship,Critical,14.29271513359214,2485.406166807417,563.752021496684,99488.40079489333,3
Tanker,Critical,10.843440469300305,514.8121345884815,1881.7615794067756,156468.3921120504,1
Tanker,Fair,11.09919953120068,1629.8159617029594,93.86689627309602,196907.4072799597,1
Container Ship,Critical,17.112935486030842,1868.9467042584563,1737.9686625819745,287945.0255125499,3
Container Ship,Good,16.03243973892995,2803.9643744161112,356.7149439683626,267127.2051252176,3
Fish Carrier,Good,11.24187240268536,2095.783641839431,76.49165324420062,303621.80599401606,0
Tanker,Fair,14.332719260802136,1265.596243288665,930.4441909571292,340218.5896058254,1
Container Ship,Fair,22.806044556336214,2662.637452806823,635.0823050729595,469926.1145362944,3
Tanker,Good,20.95849795657397,2348.6098122136427,273.10610842450706,251296.07790488025,1
Container Ship,Good,16.858993423981808,1521.8396407677642,1594.5563157235297,194188.7068409747,3
Bulk Carrier,Fair,12.464128234806308,2121.607368182268,342.94642757757765,94664.4273929068,2
Fish Carrier,Good,16.282889243347817,1078.9085125198626,214.98757242784586,108609.70330370736,0
Container Ship,Critical,21.166977061493277,2990.9008751855213,419.7766750562424,336962.56787923473,3
Container Ship,Critical,21.96935154971852,2509.953047495728,183.17664209743248,143779.25483669795,3
Fish Carrier,Good,18.478822434170684,692.1800948195394,1796.0553280235747,271304.8665455444,0
Tanker,Fair,23.626827631899268,1365.0183858536484,918.6333581414186,167170.83171995587,1
Tanker,Fair,18.127849167161905,1233.9644395391304,1782.7422659909755,330731.1290906316,1
Tanker,Good,22.29608127587797,2341.2736383316533,815.994959964383,463039.82068727165,1
Tanker,Fair,10.2887186152369,1746.2473710531242,580.5631933987809,44243.33755133237,1
Fish Carrier,Critical,14.200607012696022,2957.7406847528014,1141.031394197668,108788.83443442851,0
Container Ship,Fair,22.654403084952115,1238.705165756338,1530.4961218532464,282063.1157965766,3
Tanker,Good,12.950130788931792,2572.514958042365,1911.8845317677217,498326.9314663529,1
Bulk Carrier,Critical,23.60840493357327,2151.283797153603,1092.109522490198,260654.7981749928,2
Tanker,Fair,21.232211730063405,1046.145305100349,660.6130891306631,19570.875615194702,1
Bulk Carrier,Fair,20.95132863582404,1462.0584574719992,405.52569712318325,83032.89891099601,2
Fish Carrier,Critical,18.28771289465884,1843.53127423835,785.9037965875993,44765.38983957036,0
Tanker,Critical,21.48114584184693,1957.2157255537995,1679.765756721843,445583.5065173391,1
Bulk Carrier,Critical,21.928716478513525,2096.35911747726,577.0076896690638,107336.2953902485,2
Fish Carrier,Good,22.583277640222384,2621.617255734905,1945.7161690298292,192169.16489096312,0
Tanker,Good,19.842774624490225,2963.455124094928,1109.383141538111,151187.44482425065,1
Bulk Carrier,Fair,16.563384884357845,1334.409888655588,1553.6559204218715,50558.09484990395,2
Container Ship,Fair,15.563642200982205,2381.843660418523,572.6949947688798,493069.3817804918,3
Container Ship,Critical,16.318960213618418,1460.5429142464886,1387.6098380827596,318169.074409119,3
Bulk Carrier,Good,19.62171812565776,1794.0044398334785,95.60540203327173,65337.4698115623,2
Bulk Carrier,Critical,23.16853396995929,1417.8536113739106,743.9847483022805,380592.6999095346,2
Fish Carrier,Good,24.45907897251461,2748.4566810552205,1160.119776632801,177151.67406776038,0
Fish Carrier,Fair,20.43495190830545,1725.705256975728,80.11957993156614,156969.62868632388,0
Fish Carrier,Critical,11.580685597047172,1448.9991401050768,1349.937676507395,44115.099744424224,0
Bulk Carrier,Good,13.07453631061669,1099.094325230269,1193.704575884371,95480.6931930013,2
Bulk Carrier,Fair,17.038520268894647,2071.728549627198,813.173496848466,380020.6008800142,2
Container Ship,Fair,21.40968354374329,1109.0848718120362,606.3229458773538,481356.5754715528,3
Tanker,Critical,11.723375998206375,1946.1148200642567,1396.7257850723738,163277.49198043713,1
Tanker,Good,19.635515108750923,2303.042807548947,1895.7743232224325,187966.9246316858,1
Container Ship,Good,12.675495683742838,2630.612802651073,1993.573030881148,499734.867868259,3
Bulk Carrier,Good,22.64383475425779,1299.0117541097325,161.53030434405184,146239.3260560489,2
Tanker,Critical,20.54497739382548,2424.592527419124,64.32984633820229,77834.52257721819,1
Tanker,Fair,10.424856329673348,2846.744820304725,1949.376713634605,152270.26849981543,1
Fish Carrier,Critical,13.380505583368148,1187.0898161606042,396.8223087850106,147688.59634887148,0
Bulk Carrier,Critical,16.249729056628215,579.4404948511149,427.2977975312674,396027.0804761187,2
Container Ship,Critical,13.349142990918564,667.9340262482467,861.195485465241,182789.27292454412,3
Container Ship,Fair,16.457771816527114,651.4441702198942,1655.7409894528178,473716.11879585386,3
Bulk Carrier,Fair,18.257072479630548,1204.3227998208886,219.73075668873753,306759.8362369826,2
Tanker,Fair,19.33620988985705,702.0802179083933,1281.5622473503588,37124.791363418044,1
Tanker,Good,18.021853929297123,878.0930937576275,504.106418877033,211061.282633519,1
Container Ship,Good,18.27801807638188,1194.3251982281215,1984.8796986343589,294099.5105805572,3
Bulk Carrier,Good,16.298683366687733,804.3308668301192,1859.3332744722904,104982.81185883362,2
Fish Carrier,Fair,22.786669148235507,1997.2035467330957,1694.007758034042,104927.21652783913,0
